t_stamp,feature_9,feature_10_ext_metric
2025-02-11 17:00:00,0.6868332569579143,1.4517322010584832
2025-02-11 17:15:00,0.6945462406337096,1.4494639702840622
2025-02-11 17:30:00,0.6982785650353771,1.456438769412
2025-02-11 17:45:00,0.6985196004660886,1.4562605358308192
2025-02-11 18:00:00,0.6980870668107553,1.4585067106948115
2025-02-11 18:15:00,0.7036145938298293,1.464245353230999
2025-02-11 18:30:00,0.7078057192807056,1.4636028383498612
2025-02-11 18:45:00,0.703975864453201,1.44658674129572
2025-02-11 19:00:00,0.7058553624121077,1.4415452588158095
2025-02-11 19:15:00,0.7114136195608087,1.4335953065852896
2025-02-11 19:30:00,0.7140890796159752,1.4499445350401046
2025-02-11 19:45:00,0.7138936451287278,1.4572470541747402
2025-02-11 20:00:00,0.7150763795454823,1.4534799953242405
2025-02-11 20:15:00,0.7140124370766504,1.4597691383970473
2025-02-11 20:30:00,0.710711332327137,1.4434985743418316
2025-02-11 20:45:00,0.7101270638748173,1.4459800211278275
2025-02-11 21:00:00,0.7157746243111217,1.4542199058511733
2025-02-11 21:15:00,0.7186245291101283,1.4417835180090015
2025-02-11 21:30:00,0.7175050573054143,1.4415755634676626
2025-02-11 21:45:00,0.7130556661844281,1.4297384037290168
2025-02-11 22:00:00,0.7126698363740943,1.421933164182515
2025-02-11 22:15:00,0.714569761488753,1.4333153321763994
2025-02-11 22:30:00,0.7166146463478115,1.4348118898581765
2025-02-11 22:45:00,0.7082929644236008,1.4347892377054263
2025-02-11 23:00:00,0.7064394243319865,1.4397029845258134
2025-02-11 23:15:00,0.6974035961772946,1.4427090437737873
2025-02-11 23:30:00,0.6975275446360466,1.4344708292903174
2025-02-11 23:45:00,0.6908174571568442,1.4308503987188366
2025-02-12 00:00:00,0.6944853793870183,1.4263278826719545
2025-02-12 00:15:00,0.6913469290519835,1.4227276599840009
2025-02-12 00:30:00,0.6925394436195434,1.4194030517386902
2025-02-12 00:45:00,0.6934920238324844,1.4307686335413377
2025-02-12 01:00:00,0.6841418396985448,1.4281098709349143
2025-02-12 01:15:00,0.6819782435239837,1.4403571073493804
2025-02-12 01:30:00,0.6740885667686999,1.4282333302916517
2025-02-12 01:45:00,0.6782458887973319,1.4215055432152208
2025-02-12 02:00:00,0.6788921372741514,1.4222735405899292
2025-02-12 02:15:00,0.6818294666416664,1.422720994345865
2025-02-12 02:30:00,0.6737891761517969,1.4250136808787544
2025-02-12 02:45:00,0.6767531150989123,1.4153070768901868
2025-02-12 03:00:00,0.6826752753539073,1.4053544332689563
2025-02-12 03:15:00,0.6788508792435682,1.3960858012867816
2025-02-12 03:30:00,0.6842387053688381,1.3922528244821188
2025-02-12 03:45:00,0.6889997391328461,1.3947669800491909
2025-02-12 04:00:00,0.6952795723476662,1.38244278315099
2025-02-12 04:15:00,0.6985319453111954,1.3813335575623404
2025-02-12 04:30:00,0.6980282352812242,1.3760660719451263
2025-02-12 04:45:00,0.6954706979451118,1.3853191964001526
2025-02-12 05:00:00,0.6880572079285725,1.373407411291793
2025-02-12 05:15:00,0.6830270352156902,1.3619834467073
2025-02-12 05:30:00,0.6790292656966296,1.3570989642167741
2025-02-12 05:45:00,0.680840285654372,1.3660561924508945
2025-02-12 06:00:00,0.6777491116765543,1.371301928995053
2025-02-12 06:15:00,0.6716233890745315,1.3766701372378787
2025-02-12 06:30:00,0.6665430332378498,1.3626056681511232
2025-02-12 06:45:00,0.6659934039309844,1.3658278672606325
2025-02-12 07:00:00,0.6639543814938146,1.3728038471683575
2025-02-12 07:15:00,0.6566491963724315,1.375323562408906
2025-02-12 07:30:00,0.6551492742141866,1.3722524700988348
2025-02-12 07:45:00,0.6549692978871211,1.3638832283496563
2025-02-12 08:00:00,0.6520179679668344,1.36232367745958
2025-02-12 08:15:00,0.6563153701406158,1.3486796213577945
2025-02-12 08:30:00,0.6477146318188464,1.3470436258955885
2025-02-12 08:45:00,0.6484103232126708,1.3442872699289687
2025-02-12 09:00:00,0.6481465160114286,1.3418888301047431
2025-02-12 09:15:00,0.6488367791118375,1.3489994840499024
2025-02-12 09:30:00,0.6455596366415879,1.3562463255346846
2025-02-12 09:45:00,0.6480261433406452,1.3658310525946882
2025-02-12 10:00:00,0.6484444851947185,1.3570743428578826
2025-02-12 10:15:00,0.6447351952961273,1.367310549658269
2025-02-12 10:30:00,0.6459792601377689,1.366153403152477
2025-02-12 10:45:00,0.6517600615098205,1.3495429788896705
