,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75
feature_1_block_dominant_freq_WINDOW_1,0.0900096833943936,-0.19493568545705198,0.13659188257309943,0.1926869272380106,-0.25599737097980724,0.18244101387746678,-0.4085626716401298,0.05796993354124805,-0.12762493225020025,0.10546542661287522,0.2212391022254095,0.2361544825664403,-0.02355205694499588,-0.08589704941703706,-0.20702088789429407,0.2657881621523844,0.3446832887109208,-0.15291125198260044,0.15219328490508374,0.12847455652465775,-0.03223648739990393,0.03230092113572442,-0.140964126600628,-0.21837616200603563,-0.05309729356318089,-0.050122940873194986,-0.12398169159693823,0.08749014340794406,-0.01221270232991203,-0.019848334207462723,0.007322050148637065,0.10364244982534547,0.05446872048529648,0.11444869989378757,-0.05451189103141102,-0.02245236594901634,0.01452369797382404,0.0018035127509712053,0.04732604761776845,0.047098705418787745,-0.027824321335052367,-0.03020373424598275,-0.1195401308319952,0.0012734745672483806,-0.02672558402270633,0.07606146671731658,-0.08218635221995876,0.027712134144110126,-0.11862125403394502,0.05400128840085306,0.03605475311792196,-0.07525466312944461,0.014591644694996377,0.09579816954024177,-0.027275225639306573,-0.01680184455012837,0.0604900287453894,0.017105236111397713,-0.004125448767850317,-0.001418811068318289,0.007805437367658715,0.0021852658075644134,-0.005977905754984933,-0.0007339052141234762,0.0019353460505225975,-0.0008400868697620811,0.0001938243212417907,0.00039746804161117517,-2.6596703896207767e-05,-1.4294494468764223e-06,-2.7402050224248025e-06,4.059957683945171e-06,0.0,-0.0,0.0
feature_1_block_dominant_freq_WINDOW_2,0.0022667293636859966,-0.22365190014751368,0.3094892431138598,-0.034519771115424175,-0.2728826900234571,0.29613416718459845,-0.08534518740202876,0.21952075146312977,0.3327926988612272,-0.10174524745850513,0.1671971014799611,0.0027154160300574886,-0.03820316039284642,0.07048613239112396,0.2677738743191209,-0.18548615081321637,-0.11466011935696965,0.20492061796156671,0.22841527510286921,-0.10090517382286406,0.008374282705732575,-0.13809729129808004,-0.0808718421218591,-0.1924271965063019,0.11869606934165645,0.0025797518750436343,0.15367058112624227,-0.07872441011611196,-0.07210849024116502,0.02796382300523885,0.0038853986374347044,0.07886585678088592,-0.033896420599297,0.13210929123110132,-0.031382825424321525,0.008632135236397137,0.17509799295050413,0.16226430109384843,-0.04706939170904754,-0.13881126534593388,0.0762992599410712,-0.006176276600572557,-0.10515108959384177,0.07022760060668629,0.005456375729305803,0.039812107710444265,0.023316387359277636,0.03698451648734131,-0.03692284846104085,0.05441643717936661,0.04452642853668281,0.05010037373523699,-0.05720527300986224,-0.08613622593731393,0.00945975489368928,-0.034781027285277,-0.015584957708538466,0.033869070154384374,-0.006835039778488083,-0.006854053416662541,0.0013792545696576853,-0.0012947462269706788,-0.004079799012160862,0.0036984262898322657,-0.0014699649212296404,-0.0016298844415258216,-0.0004545452802699353,-3.246122875401551e-05,2.0094198953349886e-05,-1.8883612316828096e-05,5.167264690970589e-06,-6.385090983318455e-07,-1.2503722283992497e-34,1.5714714206233996e-33,-6.60420080953551e-33
feature_1_block_dominant_freq_WINDOW_3,0.09968671411203302,-0.08680371356291938,0.23037103617745835,-0.16280775576895173,0.01941489476571014,-0.16405524202033903,0.3019230316879148,0.10892587456920462,0.2533183874720595,0.4333245430100563,0.25157920071512363,0.25793665528276627,0.07878184010322184,-0.00045186637381183596,-0.06488702983754432,0.0327923871203228,0.006377670235194766,0.008453452047035523,-0.07001528845918888,-0.02107497664112601,-0.1838785457602821,0.09017215161364829,-0.2335003927102541,-0.1577973102903513,0.054589970064118955,-0.07016260765271884,0.009445195485778978,-0.28843926078146365,-0.04783145090125942,0.051134458082368196,-0.18557309987050719,-0.018332641458130308,-0.012296351663140567,0.12857490026084467,-0.025869072800271276,-0.01760002291970095,-0.10465301366229142,0.1940923606134048,0.08095968499297677,0.1445718053055549,-0.07499246850019115,-0.05132537320077434,0.025310262901674332,0.021646210639597634,0.0540298321217026,-0.11390934688807496,0.017834761767542395,0.002061556392741219,-0.011644521496288704,-0.057167837335236275,-0.0619061304148824,0.03543716778177832,0.019955091052858857,-0.0020612458057595543,-0.014761873290303125,0.02794200242641395,-0.008034323214628164,-0.024039896452964494,0.0009180886821795277,0.0056742702059367515,-0.012850805000829203,0.005643558806986411,0.0009094902858260268,-0.0005757920379765174,-8.083284384556602e-05,0.0013256067170941588,0.0008230073068387904,-0.0010402186573767816,6.42144109561494e-06,2.317632361251873e-07,3.914828100116766e-06,7.480109267794197e-06,-1.613642250347435e-32,5.148267583945717e-34,6.186108883964637e-33
feature_1_block_lag1_autocorr_WINDOW_1,-0.12591224659035138,-0.07795812963271011,0.025938081826312277,0.023444676663394937,0.46956619717228126,-0.09200917250502227,-0.16156988335202022,0.0910796908778942,0.17526677236647797,-0.20204605505919682,0.15833426120676417,0.208034011114736,0.020557456329688233,0.009711128981953192,0.1155591725583089,-0.011009199902870076,0.2434875832854793,0.13327854770882583,-0.10516693153265018,0.1987467311864487,-0.24322613672794305,-0.18427622001295277,-0.17127523680676998,0.20166270265334818,-0.1610293337064,0.014400758947787976,0.11223894568622793,-0.18311031550729426,-0.20420426720131782,0.1515507508135305,0.12225754029535293,0.22299488855995184,0.022116991476034673,0.0044778406036092445,0.06303866980144553,-0.01832389480079266,0.03899971582259057,-0.09223381789437017,-0.014494765391938192,0.10332632184931252,0.14425689755202942,0.11876080001943144,-0.009466943631474387,-0.05604704026244014,-0.02460932577260865,0.04223456620007599,-0.0032002526893196758,-0.05685596948438602,0.038400867955433106,-0.044731820840529624,0.0013853517720608065,-0.0027220129733428787,-0.044404000294923286,0.00405760219017783,0.002054677006900239,0.008134971230809787,0.016083068770923515,-0.01624768606987407,-0.0018184180978170472,-0.0021671539676618346,0.0029047340795077684,-0.006866353633899542,0.004125265331690725,-0.0021991532216201915,-0.0026165770112233904,0.0024372899459384695,-0.00022498193537459125,0.00047559979716009667,-2.1925214226531657e-05,-4.449449621453653e-06,-8.940891165608134e-06,-3.3309831958527382e-06,7.626932616656168e-34,1.0092360132117934e-32,-1.0533156813202698e-32
feature_1_block_lag1_autocorr_WINDOW_2,-0.14354351241303717,-0.04938248819297624,0.07256823834044253,-0.044668910594805634,0.23671271379622272,-0.038130497064180986,-0.10476526102564397,-0.5517275015812815,-0.086614183811447,0.38369430682271044,-0.09639814056910354,0.018717488089924995,-0.14592907397176236,-0.16828955680228935,-0.09861560439151805,-0.09390250797098923,-0.2123129981912879,-0.1410174986382922,-0.0736744630904829,-0.23088992776439568,0.02298818171666428,-0.02761217314237869,-0.09794720680714107,-0.18111507086042436,-0.006178353561893589,0.1851786052844742,0.03110173014405438,0.002732544958268199,-0.1318590834914411,0.1914539611729668,0.0055465509967579,0.0736512688611153,0.042961151925353984,0.03916035075252589,0.031243329150374123,0.12420889946150221,0.17513563201481622,0.07478363151045955,-0.06817984994984351,-0.02883223690833481,-0.038371655976133436,0.04249021106972782,0.06359632054658212,0.07275626353517355,-0.013323282678285198,0.05823576465451807,0.008257622818489315,0.010489054316680043,0.10465342364510824,0.021386814784423034,0.06576228449057177,-0.10798134588548043,0.020590025288088815,0.02420168134394111,0.008626668499890815,0.05437675594138174,0.0252416167156033,-0.01995018528285708,-0.005593599152156088,0.0006187487950000592,-0.0013983069250056064,-0.00764117445224645,0.0037647280713758273,-0.002627454914240091,-0.0064708996409819025,0.0009137365140764581,0.0007270682919846188,0.0006783559668423041,-2.0267341400437835e-05,-4.958167069131388e-06,-1.0414241858611865e-05,-5.6181229177414025e-06,8.298373546892416e-33,6.922124511130114e-33,3.364683742395087e-33
feature_1_block_lag1_autocorr_WINDOW_3,-0.044310941492419355,-0.13713126149751986,0.06388339751657711,0.19062664944766114,-0.31641442473730325,0.31147649573872593,-0.18954107967574438,-0.29575299302931857,-0.31745876120615124,0.08471948004179645,-0.08157605697531588,0.002281958145920757,0.10636824104118704,0.24273214312825514,0.07962881290171296,-0.0632156201675544,-0.0903510398143118,-0.09207910585615224,-0.11976018297124771,0.11181788603566503,-0.21679430898415308,0.17068815758634498,0.12995161754476495,-0.07660021258360661,-0.19298476286696284,-0.11551592861107463,0.316572269533544,0.04564597186397821,-0.06956474412746047,0.11656340638041096,-0.07295764828798527,-0.047259298166155234,-0.1468755573470107,0.07732920883416311,0.04755455064603684,0.054923668314962246,-0.06341626515879513,-0.03243879545313514,0.003767445879061744,-0.0002774957821497512,0.19857871367084218,-0.059031047924233616,0.049318278792366145,0.030316266394475513,-0.03420201091177596,-0.007596429989193759,-0.055591633559174715,0.09178611051812484,0.0037046616617354526,-0.03936601216478839,-0.08628656408049751,-0.016296625554332343,0.02674707454684875,-0.0021310968054842646,-0.04225404298116227,-0.030580604647134208,-0.015747911594010743,0.0013719888231205272,-0.005679654296890186,-0.007409955353785009,-0.012208515965333672,-0.0011145171729775355,-0.007440674022336263,0.0044066255808028676,-0.006161565788609052,-0.0016028542088525213,0.00046788261266435396,0.0004975616724505322,2.1625617471102197e-05,-1.2889740462087881e-05,-8.796355473395348e-06,-2.711446543531693e-06,-5.988951847610505e-33,1.273238543010249e-32,-1.977747469766962e-32
feature_1_block_median_WINDOW_1,0.552200518137264,-0.2695236033668745,-0.22413387968578907,0.32290517749041076,-0.04692341382193171,0.13463759337045975,-0.06425168579223568,-0.03530794697341499,-0.010549468689023551,0.08778809958038342,-0.19668213637643914,0.3194766429663282,0.235567013303168,0.0016094944872108658,-0.020085528251110506,-0.1876852790558884,-0.045732697237185926,-0.09270329201580037,0.05582777177865204,-0.043689470900698954,0.08340123741127822,-0.022995637603750944,0.03595614482894574,0.07312098926800772,-0.1192545388651816,0.21737223065424807,-0.16515175834534873,-0.026766831665509947,-0.06560765078270551,-0.02917463782818726,0.11226676397017045,-0.0545985559684729,-0.11466180385864594,0.05338710068748238,-0.02650968114018204,-0.04778043664464265,-0.10553241926125317,0.05364264866344896,-0.07645915473753198,-0.02528792678007469,-0.041300294659004415,0.029034500563008755,-0.042754781207636046,-0.003510408596159764,0.10118613395838082,0.016335369047617086,-0.006963250674559012,-0.04468340262557874,-0.03970147022368201,-0.06421930825045491,0.013352366448859863,0.04274279202224831,-0.019251071292013786,0.00035634641436132754,-0.011067174148543824,-0.020948321355134296,0.004434825924618542,0.024315766546339733,-0.01718476896720631,-0.011749349270689343,-0.03720866560771763,-0.04775967737465581,0.001987751916460522,-0.027653840968974153,-0.018230334235372004,0.0038676784361635,0.0007600112987270871,0.003206617489932029,1.2467877370590628e-05,8.517028198017616e-06,-1.9095946609896604e-05,-2.6580214836122e-05,-5.81716602071847e-33,3.183821280355023e-32,-1.4329339012894298e-32
feature_1_block_median_WINDOW_2,0.8046229498834688,-0.24171112528055763,-0.2290385440577554,0.24375233351036635,-0.009173272635103345,0.05445381871394652,-0.05110416994576697,-0.03276051449402583,-0.011675738231898308,-0.013199405883209898,-0.09875098350462314,0.17478552850793502,0.15618046767273672,-0.055113999060536385,-0.04277836092066501,-0.1110166363413198,-0.017264361255243246,-0.07119340458010001,0.04722331921249066,-0.027158395165424898,0.0941778136113218,-0.04191443557822648,0.024556472169657496,0.04039974629290783,-0.08704706814680685,0.11326593668225424,-0.06809302771033149,0.01349246173624401,-0.07290124560888406,-0.002712450338981601,0.05986368651523972,-0.021143932513294238,-0.028838919679538676,0.051756897897504504,0.02689146466236105,0.0007542053067719636,-0.09697145769914335,0.058100361152297546,-0.05625677988846797,0.033088435311358126,-0.019960684008296002,0.06686876398002312,-0.0419700011446287,0.012331390652985698,0.05358749069146804,0.04350974952662214,0.03495426478598159,0.02488584367644436,0.003790015901925986,-0.033195187394671415,0.016693637717444747,0.020076777253711063,-0.016742944404142632,-0.015136642552726459,-0.024274652225003517,-0.0020424545568673283,-0.0072185028510758625,-0.031088622318207117,0.02916651870435383,0.010964985800992389,0.026180525325214865,0.05058896832990333,0.0036642952762744414,0.05019628960825864,-0.022495377495766865,-0.010878735386955597,0.0013860667076659077,-0.005094764721713196,-1.4091264092066046e-05,-7.407573466410104e-05,-1.5011945397202178e-05,6.334458804824314e-05,9.925731339657312e-33,-1.3979758367167386e-32,8.579215915185915e-33
feature_1_block_median_WINDOW_3,0.8891906825597963,-0.22283867514726433,-0.1826440360482727,0.15285560466019324,0.0029569218522052863,0.034135095920061045,-0.024891516078220304,-0.037935371564178456,0.05026672563470532,-0.008287185583765497,-0.019915866879600903,0.08203255351616316,0.09949300342776664,-0.11825224765311826,-0.013432046166880719,-0.05676946986315464,-0.06056535110098056,-0.06094610061750121,0.038968726525932515,-0.012422352194250776,0.021778454049056036,-0.03523084076122133,0.020874097204342523,-0.01974302369651487,-0.01312678721719275,0.09070969752295066,-0.0034985443702682407,0.02691756326035881,-0.0710277850077942,0.025434141639387578,0.022786993603427775,-0.022928927135021513,0.018046388648227846,0.038405829500329905,0.07058778524399263,0.03377863236343802,-0.09859694373494644,0.018671513711629884,-0.049933504753418095,-0.006132313793630859,0.055985171086530644,0.06489912883499796,0.02748000664042516,0.01628042581179104,0.040062294674497345,-0.004098250424571845,0.005162694411029725,0.061342616873854415,0.011661429700315671,-0.03747968474849942,0.019733834877890575,0.0007649910117290335,-0.012720801604361688,-0.017575253422001957,-0.02988660249733277,0.007855505301228381,0.0036499441101791375,0.010807990356517179,-0.0112618530055028,0.006398478022583097,0.016017784857858392,0.027818491878569836,-0.005773552682546045,-0.01793899317359769,0.06507463925189741,0.007946675414217475,-0.0033046463220604352,0.000718746703376792,1.3265129314720532e-05,6.339689179061923e-05,5.6161951764665276e-05,-3.523687054505719e-05,-6.956138418789861e-33,-4.4263352130283264e-33,6.525487607855623e-33
feature_1_block_resid_std_WINDOW_1,-0.10543332018330998,-0.11690127186309093,0.3393284988484977,-0.22443617747277272,0.3592997452387593,-0.09844894510916084,0.36060695683798144,0.11413399793954504,0.15293866286169516,0.0786750760673662,-0.10897081603985494,-0.1391914625588719,-0.0779209558380076,0.3633171691780595,-0.009967636037796811,-0.09871462578250616,-0.17596697580140316,0.22813534707859215,-0.18945472116753645,-0.10872031245751136,0.042663859496417066,-0.02473368347678325,0.18368107448949103,0.07659536128695808,-0.10311049688008721,0.014920063260035974,0.07738307174096647,0.03433461744014919,-0.08557010651629134,-0.06149000384791081,0.005161714864791248,-0.10803012676288952,0.01999213843739496,0.012961546630792473,0.08059088085549182,-0.044139983311677254,-0.008699618755818527,0.10172039298401782,0.07964065135785117,0.1141470343423698,-0.0448747084637389,0.09669645013530978,0.005078871146984611,-0.0009454884792625242,0.029832324437597084,0.09403539977269428,-0.11059448400746519,0.06540193680224889,-0.12128228628970435,0.039965038600918816,0.058364122129178686,-0.06528823918992079,-0.04631351357156997,0.0671465609195143,-0.05994376530925116,-0.03124040241002572,0.04229454506225673,0.02164523066488527,0.0028759883041453442,-0.002039060142970883,-0.00012059313554939936,0.0022558916172517045,-0.0028118584452516944,-0.001523599742972357,-3.11121914759885e-05,-0.00236504497815862,-0.00041481801547902725,0.00012651650057818006,-1.8891374723389816e-05,-8.151522858449086e-06,1.5872352395268065e-06,3.1191488208017573e-06,-2.932584012725445e-33,-2.0448510353080438e-33,-9.526168113689051e-34
