unit_label,group_label,total_run_days,feature_12,feature_13,feature_14,feature_15,feature_10_ext_metric_dominant_freq_WINDOW_1,feature_10_ext_metric_dominant_freq_WINDOW_2,feature_10_ext_metric_dominant_freq_WINDOW_3,feature_10_ext_metric_lag1_autocorr_WINDOW_1,feature_10_ext_metric_lag1_autocorr_WINDOW_2,feature_10_ext_metric_lag1_autocorr_WINDOW_3,feature_10_ext_metric_median_WINDOW_1,feature_10_ext_metric_median_WINDOW_2,feature_10_ext_metric_median_WINDOW_3,feature_10_ext_metric_resid_std_WINDOW_1,feature_10_ext_metric_resid_std_WINDOW_2,feature_10_ext_metric_resid_std_WINDOW_3,feature_10_ext_metric_slope_WINDOW_1,feature_10_ext_metric_slope_WINDOW_2,feature_10_ext_metric_slope_WINDOW_3,feature_4_mean_dominant_freq_WINDOW_1,feature_4_mean_dominant_freq_WINDOW_2,feature_4_mean_dominant_freq_WINDOW_3,feature_4_mean_lag1_autocorr_WINDOW_1,feature_4_mean_lag1_autocorr_WINDOW_2,feature_4_mean_lag1_autocorr_WINDOW_3,feature_4_mean_median_WINDOW_1,feature_4_mean_median_WINDOW_2,feature_4_mean_median_WINDOW_3,feature_4_mean_resid_std_WINDOW_1,feature_4_mean_resid_std_WINDOW_2,feature_4_mean_resid_std_WINDOW_3,feature_4_mean_slope_WINDOW_1,feature_4_mean_slope_WINDOW_2,feature_4_mean_slope_WINDOW_3,feature_8_mean_WINDOW_2,feature_9_median_WINDOW_1,feature_9_median_WINDOW_2,feature_9_median_WINDOW_3,feature_9_slope_WINDOW_1,feature_9_slope_WINDOW_2,feature_9_slope_WINDOW_3,cai_f1_over_f3_WINDOW_1,cai_f1_over_f3_WINDOW_2,cai_f1_over_f3_WINDOW_3,feature_16,feature_17,feature_18,feature_19,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,target_metric_primary
GR01,group_3,13.541666666666666,0.58916,6.35117,cat_b,type_z,0.01,0.01,0.0099800399201596,0.990768553136782,0.990530050543801,0.9976685738960658,1.0524372281764376,1.0605582956331296,1.0722013505191188,0.0420538550405122,0.0366366419488443,0.0447947274809347,-3.102319031665341e-05,0.000347901857704,5.5723990797219634e-05,0.01,0.01,0.0099800399201596,0.9848067214859444,0.9921174590619456,0.9812441682428312,52.67588495201864,54.58103098659845,58.41129002231269,0.5802479050270807,0.5780560636249985,0.5851435242071855,0.0129208562364623,0.0171135068277505,0.0194040764317896,1189.9361190839245,0.6359717206896742,0.675271084917676,0.6394198726037401,-8.91927910013616e-05,6.330901180677989e-05,-1.0419133882335195e-05,0.1486667521302378,0.0900605565585266,0.0893836728769179,1.07154,0.90436,31.750333333333334,45.468,1.4698305119779846,1.9808781491309786,-1.3782255572959992,-0.6930489125417111,4.291583527048505,-4.646256697485705,-1.1075239201345024,0.5114956024258798,0.9277631024821508,-0.4520189505343759,2.797037329872194,-3.170866686052525,-1.8817839720479639,0.3063560464350076,-3.331591802638548,-2.2008034203781004,0.9924460492692282,-0.02051659666065564,1.3093115783340286,0.6131187334905365,-1.6963520347011523,-0.5863047133982028,-0.3004499842106304,0.04075
GR02,group_2,13.541666666666666,0.61701,6.2432,cat_b,type_y,0.01,0.01,0.0099800399201596,0.9936038722371052,0.9943864109391706,0.9956390553176668,1.191016858651858,1.1946899089924492,1.2091745376675134,0.0409107869781294,0.0372062408798638,0.0373070957885611,-0.0001510850255354,0.0003874368435604,0.0004767970177248,0.01,0.01,0.0099800399201596,0.9801324190760088,0.9842163292612948,0.986960182982034,55.9056683167086,58.01224764848266,62.07535285725409,0.526381341807046,0.3904343224806286,0.4940892218080369,0.0176791133418498,0.0190682292286863,0.0157463684003544,1172.5889741962935,0.5681152215929013,0.602106924530385,0.5669930961813985,-3.812989937027994e-05,5.141458277307185e-05,-3.816773667274458e-05,0.0575801315512956,0.0772742192989454,0.116199785040319,0.87798,0.7983,46.83533333333333,42.6,2.679531538813606,4.0729479228418635,-0.7580379861552792,-0.48007591260667004,1.1759794700795547,-3.019413491919636,0.9012006232689781,-0.6037604568662457,1.2809412243607776,1.2936733113142695,-0.03874853246980902,0.5189934969695045,0.5737462061204857,-2.988935261864991,0.850162397588746,1.1996734435525218,0.5767038650048958,0.9594303068071728,-0.02786405924775556,-0.9850388383044175,0.25257993323490796,1.3749663322790586,-0.7268633729042147,0.04251
GR03,group_3,13.541666666666666,0.60364,6.29788,cat_b,type_x,0.01,0.01,0.0099800399201596,0.9881324562627388,0.9922810369310552,0.996339346595514,1.1599375053427825,1.16557923830811,1.1838920789977905,0.0364308370916806,0.0433937439488694,0.0405115117732355,5.909803867559156e-05,4.203640772205824e-05,0.0003227793224247,0.01,0.025,0.0239520958083832,0.9762578123190764,0.9854373278494244,0.9909056682050156,55.231808728097874,56.974238899163474,61.41039001992844,0.5483004391909962,0.5516778982166799,0.5756369961775295,0.0198903835255632,0.0177639952019933,0.0189407264235606,1246.6919025918407,0.618433944747946,0.6504702985593287,0.617405567020638,3.9221374604505845e-05,7.687103243258516e-05,7.644742217918532e-05,0.0729625464047641,0.0771297367332977,0.0311770020962473,0.79136,0.69557,38.826,54.826,0.369074576370452,1.0362129846191053,1.9542245930266504,0.8083935847150286,1.614127460800709,-1.3031928301677889,-1.6588119215318815,0.7124426113584369,1.8816484999874676,-0.9134818965211979,0.8969751465027128,-1.301378934477615,-2.3256510587711534,-2.7124313286183717,-0.8390455399574919,1.3812065099228314,-2.178098265172318,-1.0757039441955554,-2.1977594705208188,1.3502246539095217,0.10279790030073638,0.015380629958231952,-1.023311637018497,0.04745
GR04,group_2,13.541666666666666,0.6106,6.49619,cat_a,type_x,0.01,0.01,0.0099800399201596,0.9957600767335316,0.9960461951495182,0.9959995610251788,1.270703931085241,1.283331947610283,1.291393097533566,0.0382939498711504,0.0352125545280482,0.0345192276257611,0.0003063333669367,-4.102903181954064e-05,0.0003985652544843,0.01,0.0025,0.0099800399201596,0.9819570383501484,0.9897501009619756,0.9801886586268204,57.73060443082292,59.50681622599835,63.429324069622986,0.5117066211109335,0.4744553333098946,0.4708753355042032,0.0157534861413168,0.0158596963564932,0.0168823972239571,1183.1584150749995,0.6445267812098208,0.6744163377362932,0.6408919229486835,-4.649354452418214e-06,0.0001091544475076,3.160090121185766e-05,0.0679104598308061,0.1138964689842216,0.0574598550143528,0.95214,0.9417,40.16566666666667,37.723,1.679428798823924,-2.626055593279112,-1.8550069966759772,0.6241190527742225,0.45101205154451746,-0.9158347870208317,0.03656178963520298,-1.3206236495242742,2.69419408600372,-1.7658650444802417,0.9228944377037688,-0.659474851685819,-0.4450351024134829,-2.2678169754834308,0.900084353401474,0.00941664273754868,-0.47302101229403265,0.55364452764795,-2.028629362059366,0.7012180724518888,-0.22745299291188326,0.4020941853543423,1.6660480894857044,0.06511
GR05,group_1,13.541666666666666,0.62561,6.30802,cat_a,type_y,0.01,0.01,0.0099800399201596,0.994465113105386,0.9962983277947244,0.9939294387735346,1.2409544001348918,1.2503387494417364,1.2648476595849665,0.036489062067592,0.0390868099176033,0.040665806547313,5.417348943360084e-05,0.0003219308431551,0.0002899105399463,0.0025,0.01,0.0099800399201596,0.9929140346171024,0.9894264450082536,0.9880255427045864,53.44363717969993,54.98508970104989,58.96860065905372,0.5312828286169182,0.3630481973792496,0.5902140415266679,0.0004023147597547,0.0199414469117746,0.0199908998090173,1234.250762031391,0.5944185761917606,0.6316349643271093,0.5932401418005867,0.0001861545397139,1.2439194996864597e-05,7.437702636579313e-05,0.0236528080922241,0.1005471485945427,0.0962211177539356,0.80102,0.66992,41.67533333333333,38.852,1.1078475528877116,-1.6094045500430094,-0.4452331340298245,-0.5503637574549106,2.0138551507696207,0.558837005879137,-2.4068612377583554,5.017114001719351,-0.023227573206968718,-1.5370875008248146,1.7233329488234523,-1.065341829755624,1.0819095274790131,-0.9983988283903783,2.275030994111855,1.5662174600278673,0.46904503084957194,-1.1853177045777992,0.5862405046073934,0.2583510787581653,0.04773564115614697,1.289324283135691,1.129921368460267,0.05562
GR06,group_3,13.541666666666666,0.6689,6.36618,cat_b,type_x,0.01,0.01,0.0099800399201596,0.9948432927099252,0.9949728753827068,0.9952929013017976,1.4000091885258872,1.4048660169768157,1.4158556421888422,0.0423006904475749,0.0404124778529487,0.0411488100417372,-0.0001172033567717,0.0004877538452853,0.0002257419369954,0.01,0.01,0.0099800399201596,0.9865380182173642,0.9744364279049236,0.9834413229947264,56.76499652752806,58.433377151391966,62.44497636416103,0.6338047717967772,0.3505745361237657,0.3732405771715067,0.0180711298629336,0.0205311374269644,0.0143410073378322,1219.5683226323,0.5932916864360351,0.6193498826386845,0.5880551164215202,-0.0002261801102884,4.623880781052976e-05,-4.232437251249377e-05,0.0031827153233344,0.0606809886738237,0.0560549162605202,0.81762,0.80364,54.492,63.52,3.6210079941512263,-0.5646532892335906,0.8116300362150565,1.19826188583111,0.47655344595045124,1.3361728628263407,1.84855214614248,0.28603043894986224,-0.44267404376768776,-1.219563350845318,1.406195378016334,-1.344962731437825,0.02931915180198128,0.19708323921562193,1.3804077547118891,0.614738917700297,-0.2181496680993937,0.39333132481337824,-0.11575072340630865,-3.3756275137295164,-2.093696440388174,-1.4428914399649297,0.22204097981125995,0.03971
GR01,group_3,13.541666666666666,0.62127,6.38069,cat_a,type_y,0.01,0.01,0.0099800399201596,0.9930077379446676,0.9943266177109716,0.9969152921055104,1.2436132835623577,1.2614578039658788,1.268368453263242,0.0375843592020561,0.0399236437174483,0.039998311975812,5.11142478675967e-05,0.0004349991978286,0.0003613693789173,0.01,0.0275,0.0099800399201596,0.9740496839909004,0.978607697643874,0.9848919016370224,56.23600553085959,57.91749229466923,62.22820439349713,0.5227762428769114,0.5077709216671598,0.7330913387416395,0.0168022508101002,0.0215654124522555,0.0216883465206684,1190.7490898214205,0.5325698040586488,0.5685140376062249,0.5302261251209458,-0.0001045659470437,1.4416844225462682e-05,-1.2138534046628353e-05,0.0852562567123665,0.0723311914198876,0.0783833659107904,0.8683,0.85627,34.5,41.161,1.1185630285218149,-1.749916126156492,-3.598438447512865,-1.1529935040319337,-0.639014624489546,-1.3625526878970509,0.10337578457064785,0.7941919689366732,-2.3006256393454336,-0.44168645924118893,1.2451226412605245,0.14437348520986165,0.326845169102118,0.0922385128901862,1.464603547670678,1.6651911228227916,0.22751205361506116,0.09611406257706323,2.3685771965194937,-0.3028249770261146,-0.8759504250888119,0.9782797676709964,-0.06335385200349733,0.07054
GR02,group_2,13.541666666666666,0.62264,6.30181,cat_b,type_z,0.01,0.01,0.0099800399201596,0.992976875543598,0.9945790024774164,0.9963249313231456,1.3650182878627213,1.3800066323409026,1.3844673333285642,0.0471197662736042,0.0356178693032739,0.032793426415271,-5.664107012559942e-05,-0.0002173739321276,0.0002736489212137,0.01,0.01,0.0259481037924151,0.9724419602077184,0.9932876442996552,0.9767933403870684,56.892496948692624,58.74977937102031,62.93665365962118,0.5340133470852226,0.6590521759684871,0.6472163805971703,0.0177768404381122,0.0226231428132807,0.0180668479480422,1168.7233909340712,0.6433334028959431,0.678343882993447,0.6496467746155562,-6.0565963434320746e-05,0.0001224210093798,-6.687787697009208e-06,0.0641663032038201,0.1265997448798163,0.0321959907169275,0.80812,0.55777,44.29933333333333,40.912,2.445861059122199,1.6109687771852772,-3.323737142831116,0.7317348739909457,-1.2755409389168257,-0.8791581231992385,-1.5090244767562109,0.1482358036541607,1.7318557988580465,-2.0295018664854028,-0.8858192351378912,-3.1702406985351543,0.8740438759294481,-1.2967705865647159,1.6725782209048532,0.3463291345516515,0.13606639323966954,1.0966117965206257,0.5807581728888482,1.3588683420067083,-1.8001567548198503,-1.011585814300389,0.1434569438593255,0.05049
GR03,group_1,13.541666666666666,0.64783,6.47284,cat_b,type_x,0.01,0.01,0.0099800399201596,0.9937521175435942,0.9950317868438808,0.996588281536456,1.142857382636012,1.144906776678547,1.1620514466091696,0.0454361594805849,0.0389878574447505,0.0390897012753412,-0.0001779220287927,0.0002180941270983,0.0001438146628422,0.01,0.01,0.0239520958083832,0.9891313358863628,0.9901652269619972,0.988226173118339,58.558471282148346,60.149950470706656,64.40012432638487,0.5529478424080717,0.5663136604838421,0.5095862616782181,0.0151112471217853,0.0226186486276256,0.0202712851990255,1005.0946644125684,0.6101792536516581,0.6432745749587575,0.610395884932201,-0.0002494641560481,-2.438057892400346e-05,5.673413186133132e-05,0.0074196505748148,0.0374880237172778,0.0468829526565084,1.03336,0.97743,54.18233333333333,25.093,1.7359166583229224,-2.9957129445881265,0.8001992776157917,-1.742782339745691,-1.5994613016035626,-1.3449586414429837,0.008584411518459845,-0.25488802575152564,3.7138487466692647,0.9689524800655588,-1.2592698936504272,-0.9671485609964275,-1.6158118068335237,-0.5476197079002493,0.7034202812561274,0.12605311363699392,-1.6537847032936042,-1.3459229721205666,1.313806486809841,0.8708044244342898,-0.03429937286657554,-2.026714050884724,-0.5802935972312141,0.04609
GR04,group_3,13.541666666666666,0.63193,6.46474,cat_c,type_y,0.01,0.01,0.0099800399201596,0.9918278398809612,0.9938499637698208,0.995696540913547,1.3362019793636124,1.3553996425673465,1.3683892849704036,0.0439142252269861,0.0397078061764103,0.0334394289921348,0.0001890163406507,6.669808556524718e-05,0.000223508058924,0.01,0.01,0.0099800399201596,0.9679580906062256,0.9949661879988626,0.9918107345641576,57.092902534517016,59.07658088333621,62.82860752339772,0.4680357206066761,0.7298463074133095,0.4433651232407653,0.013445943490484,0.022335165932429,0.0230416010652136,1116.0015337357854,0.5929314666785827,0.6259989722802146,0.5884531497145282,-7.286961571686414e-05,6.424891265072744e-05,-2.6724126982485328e-05,0.1006563515058602,0.0600560758161935,0.1212361634080192,0.73321,0.40949,36.758,65.769,2.3048569042681097,-3.1986922239624693,-1.8682912414610755,-1.1039226513295617,1.3420569658086898,1.0468477717957518,-1.6697469900823274,1.1870366769092657,0.3854769024953894,-1.2324638837228075,0.7774944423943543,-1.0027196504737312,0.0448203849644647,-0.8854900729903893,-0.18200264354173784,0.7718436173379478,0.5479216423892008,0.1659072108263392,-0.07514296209814508,-1.357256129054577,0.7660430180140243,-0.04273861549095515,-0.24691745752223362,0.06611
