run_id,run_start_date,unit_label,group_label,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75
RUN_001,2025-01-06,GR01,group_3,1.4698305119779846,1.9808781491309786,-1.3782255572959992,-0.6930489125417111,4.291583527048505,-4.646256697485705,-1.1075239201345024,0.5114956024258798,0.9277631024821508,-0.4520189505343759,2.797037329872194,-3.170866686052525,-1.8817839720479639,0.3063560464350076,-3.331591802638548,-2.2008034203781004,0.9924460492692282,-0.02051659666065564,1.3093115783340286,0.6131187334905365,-1.6963520347011523,-0.5863047133982028,-0.3004499842106304,-0.3588881692896717,0.6720820566435829,-0.43813153185688114,0.5098340537754306,0.09416283094984945,-0.6642992957600592,0.5379071829135363,-0.017484466368848074,1.0366908973454056,-0.1435106462247834,-0.2623642075966175,-0.2845021393336623,1.4519044084408348,0.1967122511990329,-0.20683425086112067,-0.17052181392133442,0.05337424306112775,-0.06866900364769435,-0.19593256305821202,0.5625087929469508,0.12399948672902907,0.14276277523307315,-0.8562565006414565,-0.044488063832444434,0.09850645683608202,-0.1582408834208883,0.09237194689935126,-0.3064736548203998,-0.1542715026930216,-0.43127651738395956,-0.44942495745503214,-0.7588993256698472,-0.33089061419859656,0.2302003691388067,0.10283991895490514,0.23065137873624067,0.033101145313323026,-0.06293304231574127,0.16515095946822858,0.06253068265273391,0.016412998482229987,0.1147741410745137,-0.08201919352367894,0.01414868787029284,-0.0719363904077957,0.0014471296983834103,0.0010399338163976435,-0.002293831535599449,-0.00014962206147449102,1.4173308699675905e-16,8.667723777248805e-18,2.0972754434222217e-16
RUN_002,2025-01-09,GR02,group_2,2.679531538813606,4.0729479228418635,-0.7580379861552792,-0.48007591260667004,1.1759794700795547,-3.019413491919636,0.9012006232689781,-0.6037604568662457,1.2809412243607776,1.2936733113142695,-0.03874853246980902,0.5189934969695045,0.5737462061204857,-2.988935261864991,0.850162397588746,1.1996734435525218,0.5767038650048958,0.9594303068071728,-0.02786405924775556,-0.9850388383044175,0.25257993323490796,1.3749663322790586,-0.7268633729042147,-0.33390877458528523,1.6019328838314142,-0.5776573543567437,0.24224742921326622,-0.3123760665392711,-0.8861238043695444,0.2589693531510775,-0.41113915771867676,-0.46657709678296827,-0.3377913317508579,-0.7473132554800144,-0.40378840077693945,0.5397148125180573,-0.3403657233922846,-0.5111046875818982,0.939658159927523,-0.5859725236236784,-0.5874316423944121,1.147846911265481,-0.557116494213746,0.46763134713729076,-0.35404119566049125,-0.3272676065083427,-0.11402530509806046,0.23837696317513535,-0.47261217973256053,0.8687990646296502,-0.41409005970030627,0.26662220654618335,0.37728044225720614,-0.4368620880812271,0.3834181065672045,-0.013212630273531424,0.024848132473265273,0.11084983013106095,-0.02857556788862006,0.2801954510245267,0.017436305024390156,0.18325959049605572,-0.08434979611553538,-0.2024157807704711,0.06712455213765911,0.023970686950314835,0.016920713092791664,-0.004890633117958551,0.009137468976491675,0.011365834490735397,0.002794049153014123,0.0006871069112682817,1.0194116042730667e-16,-3.934960616232093e-17,5.552811735162273e-17
RUN_003,2025-01-12,GR03,group_3,0.369074576370452,1.0362129846191053,1.9542245930266504,0.8083935847150286,1.614127460800709,-1.3031928301677889,-1.6588119215318815,0.7124426113584369,1.8816484999874676,-0.9134818965211979,0.8969751465027128,-1.301378934477615,-2.3256510587711534,-2.7124313286183717,-0.8390455399574919,1.3812065099228314,-2.178098265172318,-1.0757039441955554,-2.1977594705208188,1.3502246539095217,0.10279790030073638,0.015380629958231952,-1.023311637018497,1.096547712096043,0.549065946329922,0.9352496997486381,0.9809525731656838,-0.31692583507616023,1.2668299363489945,0.40338199046615025,0.5108616646263718,0.378109766495592,0.9560797380281911,-1.8825364833931006,-0.25351414445181575,-0.7964247298677923,0.37078666152474526,-0.8129299164132772,-0.06477433062077884,-0.00623351399130183,0.438128365646987,-0.6598167758086528,0.06163276413698331,0.2906660522400395,-0.14024193321909806,0.4654652030566614,0.20260490183880223,0.004115333562504495,0.3013513972870474,-0.06459837269355648,0.041521512508819206,0.15181976272999295,-0.19380263237498502,-0.006146065947990779,-0.2488892600179551,0.30592636704257337,-0.43798357878115945,-0.06304622776057663,-0.13255827818892857,-0.3110432652751551,0.1655664197277061,0.20050756184072482,-0.08353871328085852,-0.06626867506359145,0.14381223516338443,0.09947359644132783,0.007493578488999411,-0.010212423513878199,0.007325755145188104,-0.010875239065063404,-0.0021194362591199036,-0.002742971409924918,1.2393011401869377e-16,4.086592322603453e-16,8.552481937224165e-17
RUN_004,2025-01-15,GR04,group_2,1.679428798823924,-2.626055593279112,-1.8550069966759772,0.6241190527742225,0.45101205154451746,-0.9158347870208317,0.03656178963520298,-1.3206236495242742,2.69419408600372,-1.7658650444802417,0.9228944377037688,-0.659474851685819,-0.4450351024134829,-2.2678169754834308,0.900084353401474,0.00941664273754868,-0.47302101229403265,0.55364452764795,-2.028629362059366,0.7012180724518888,-0.22745299291188326,0.4020941853543423,1.6660480894857044,1.5302154233719498,-0.4242719242211019,-0.16832978703717247,0.5135584316314059,-0.5665120383659115,-0.889641019482032,-0.9935821260892478,0.8214466199706142,1.5601914479270051,0.683846344715898,0.8080703241070247,-0.11380818976864111,-1.0371242744055027,0.4653590931392055,-0.17555038213538607,-0.9186767141530208,0.17168096011907014,0.7061295062964283,-0.22461889205939997,-1.0948891001979197,0.29980229483838705,0.174044047483166,-0.23126752792054173,-0.5100070357596896,0.41451246686563253,0.23155434978181152,-0.5234410467789598,-0.21257424311344034,-0.15000160136523852,0.39840288652678196,0.26884186500627166,0.2770594010790193,-0.12183213152489375,-0.20299522597907632,0.396789715238529,-0.24665641879570285,0.06684854644479078,0.15443973503056088,-0.15051866885386136,0.002135708286259849,0.055698631574150934,0.07833554500218634,-0.078930447516449,0.08780079451640252,-0.10575720780741464,-0.01117504736733743,0.020940993684985854,0.0036369424493460276,-0.005330055993867577,-1.0616295116733802e-16,7.848885934964871e-17,-1.1107258826411375e-16
RUN_005,2025-01-18,GR05,group_1,1.1078475528877116,-1.6094045500430094,-0.4452331340298245,-0.5503637574549106,2.0138551507696207,0.558837005879137,-2.4068612377583554,5.017114001719351,-0.023227573206968718,-1.5370875008248146,1.7233329488234523,-1.065341829755624,1.0819095274790131,-0.9983988283903783,2.275030994111855,1.5662174600278673,0.46904503084957194,-1.1853177045777992,0.5862405046073934,0.2583510787581653,0.04773564115614697,1.289324283135691,1.129921368460267,0.015252005915956995,-0.136793335747339,0.051388029322012446,0.31814893752332246,0.3089319912299747,-0.4482162824576745,0.39890950464052843,0.18292220117465996,1.0822196563990305,0.2851656168993696,0.7066284519263144,1.3254690381726661,0.19653252636909466,0.36151618384553486,0.4440428234830894,0.33654768880228025,-0.05271123004612135,0.11471684015826476,0.25113349824421327,-1.045226571828608,-0.06759298631014046,-0.46487832231996495,0.12585783610235732,-0.5312370520606304,0.19253713034184688,-0.49048952996150985,0.02190418572288534,0.299327864240982,0.3377619062776029,-0.24059767949386507,-0.30288915045146614,0.13215666823074623,0.22184386827142125,0.19928412055395725,-0.10326522694205946,0.19193036729794677,-0.11297592994569405,0.03790557485255367,0.03181116751404582,-0.1261908110729259,0.0564499972682698,-0.07189735918998996,-0.11021625904151913,0.0045058440146690335,-0.048068201959296876,0.004472238211860818,-0.008197278404874827,0.002738025614623688,-0.00030574194160048313,3.850613224099579e-16,1.0958508066773868e-16,2.5986210191024843e-17
RUN_006,2025-01-21,GR06,group_3,3.6210079941512263,-0.5646532892335906,0.8116300362150565,1.19826188583111,0.47655344595045124,1.3361728628263407,1.84855214614248,0.28603043894986224,-0.44267404376768776,-1.219563350845318,1.406195378016334,-1.344962731437825,0.02931915180198128,0.19708323921562193,1.3804077547118891,0.614738917700297,-0.2181496680993937,0.39333132481337824,-0.11575072340630865,-3.3756275137295164,-2.093696440388174,-1.4428914399649297,0.22204097981125995,-1.3663389492246778,0.46397197541577234,0.3703237981326957,-0.0068551921774351,0.13520697523222958,-0.531405502939282,-0.38805073500636145,0.33566150288561497,-0.6453313394131424,0.3439094935625768,-0.65722366593837,-0.22405628728415072,0.08879434517428872,0.27224480786704086,-0.8328337994320986,-0.32252438224022667,-0.7430007785625797,0.4253351323233485,-0.21911537730379851,-0.05753890372370965,0.04914244018043109,-1.0620952770658436,0.2869375637121487,0.19494593706040028,-0.556799571640132,1.060759947519887,0.2366938939623085,0.6980004828982181,-0.17691541787501697,-0.2033627978343091,0.0341191951757179,0.0927141241649285,0.003208653632725975,0.6328026519966258,-0.289545623140327,0.2777530911966413,-0.23680340474711137,-0.07750745771321639,0.11369947618316854,-0.10688736837844821,-0.039712577904868554,-0.00916958046505756,-0.0645823737278944,0.09574094821037041,0.00417507009597943,0.014775066924794588,0.003596035630592581,0.00018891910582056548,-0.0018631778110064325,-1.2818494283351754e-17,-1.387895930310313e-16,-2.307064815596712e-16
RUN_007,2025-01-24,GR01,group_3,1.1185630285218149,-1.749916126156492,-3.598438447512865,-1.1529935040319337,-0.639014624489546,-1.3625526878970509,0.10337578457064785,0.7941919689366732,-2.3006256393454336,-0.44168645924118893,1.2451226412605245,0.14437348520986165,0.326845169102118,0.0922385128901862,1.464603547670678,1.6651911228227916,0.22751205361506116,0.09611406257706323,2.3685771965194937,-0.3028249770261146,-0.8759504250888119,0.9782797676709964,-0.06335385200349733,0.7532182611771087,-0.22871672409377752,-0.5266035870862752,0.167851190025226,-0.9752965868165095,-0.5231016883261788,0.6857436751211663,-0.5935699762116051,0.2449526741406374,-0.4000972223463872,0.14343802897728714,-0.3767652137880446,-0.032180309859229456,-0.9244642846819301,-0.5426295225628923,1.4823561712850333,0.589452485015329,0.732290486375698,-0.2982125006588537,-0.2487311704232445,-0.31285393702044856,1.0129103514962678,0.5172978059226502,0.40347386015153297,0.484481918802142,0.47333190018475196,-0.6030535745706024,-0.2510795145693371,-0.6498544758539345,0.09869896207656813,0.02641205257144433,-0.05835693067408222,0.4255347438660681,0.14048072726789007,0.004264828471467087,-0.09766500744056444,-0.15206195439792075,0.3727388030203831,0.08763866853312956,-0.09897274154847038,0.09323360454840428,0.02153784640102635,0.06563148134054776,-0.02774572398908306,-0.002279443383681094,-0.007036330031025417,0.0010903767135863388,0.0018290686597858363,0.00641428453257001,-2.9667839322977154e-16,-1.4794398430149292e-17,-1.496424222984573e-17
RUN_008,2025-01-27,GR02,group_2,2.445861059122199,1.6109687771852772,-3.323737142831116,0.7317348739909457,-1.2755409389168257,-0.8791581231992385,-1.5090244767562109,0.1482358036541607,1.7318557988580465,-2.0295018664854028,-0.8858192351378912,-3.1702406985351543,0.8740438759294481,-1.2967705865647159,1.6725782209048532,0.3463291345516515,0.13606639323966954,1.0966117965206257,0.5807581728888482,1.3588683420067083,-1.8001567548198503,-1.011585814300389,0.1434569438593255,-0.19117838536809217,-0.8113737990134668,-0.791496904637945,0.673414439629193,-0.9775255254273811,-0.648139632779524,-0.08722784237238863,-0.2713765127787295,0.16804664234120442,1.297353132321324,0.31049864371180724,0.8602547493280839,-0.8268509299675354,-0.025573469776904646,-0.13644462337282634,0.8242760085321706,-0.09301204110160682,-0.7557957580176063,-0.6829129114372678,0.6731623632138506,0.2825007569450475,-0.42060832456477093,-0.027564076120002317,-0.633942324867217,0.5908271245796867,0.25992570746025706,-0.6574311936033785,0.10668966190170762,-0.0666520281961064,0.1076818106858289,-0.32712983686103975,0.3019424916300968,-0.0033114155902200767,-0.15661869424263722,-0.20907286408763046,-0.044125352136029965,-0.06472156238550146,0.016548210647148634,0.138822790550548,0.17642610403833256,-0.14027160060864718,-0.024928129844656876,0.0312669432458411,-0.037501561685086324,0.07906736493589095,0.004470499177278042,0.005319248493906815,-0.009136559628990935,0.0067482486368729494,-2.4652734543898755e-16,-3.8262103047797226e-16,1.951582536215198e-17
RUN_009,2025-01-30,GR03,group_1,1.7359166583229224,-2.9957129445881265,0.8001992776157917,-1.742782339745691,-1.5994613016035626,-1.3449586414429837,0.008584411518459845,-0.25488802575152564,3.7138487466692647,0.9689524800655588,-1.2592698936504272,-0.9671485609964275,-1.6158118068335237,-0.5476197079002493,0.7034202812561274,0.12605311363699392,-1.6537847032936042,-1.3459229721205666,1.313806486809841,0.8708044244342898,-0.03429937286657554,-2.026714050884724,-0.5802935972312141,-0.27060649057032105,-0.7927455830073848,-0.25951743145825956,0.09339890759632917,-0.8662181468035792,0.3618532296923337,0.9839785226663385,-2.1885074211135285,-0.6317054086300944,-0.18323429304491667,-1.253992903629097,0.2237795945548021,0.5685671879008868,-1.0663963141778514,1.0064900402521009,0.2272922432533367,-0.36688217856820193,0.13390491385113193,0.8453883864209178,0.09161713396110557,0.49273442119333477,0.584391707113466,0.03996823785905982,0.26465261555614733,-0.24499056707591943,-0.5348077986268375,0.029311797455994697,0.6187497081233932,0.03240173380772936,0.3898937627537036,0.38729602979970756,0.2920582402873424,0.322829328674181,-0.3403565503418575,-0.0026236779946739877,0.0017561044505629794,0.0026574727659935257,-0.08994604155251981,0.046343665788175725,-0.09903112880431045,0.11631448561556841,0.0799166358668958,-0.13324678248446867,0.02567926429458228,0.006721103187505171,-0.005912776322035872,0.00041353316317254866,-0.005387827087253203,0.0019406290020905319,-8.027459045948041e-17,-8.795239575996134e-17,-3.5975094135605195e-16
RUN_010,2025-02-02,GR04,group_3,2.3048569042681097,-3.1986922239624693,-1.8682912414610755,-1.1039226513295617,1.3420569658086898,1.0468477717957518,-1.6697469900823274,1.1870366769092657,0.3854769024953894,-1.2324638837228075,0.7774944423943543,-1.0027196504737312,0.0448203849644647,-0.8854900729903893,-0.18200264354173784,0.7718436173379478,0.5479216423892008,0.1659072108263392,-0.07514296209814508,-1.357256129054577,0.7660430180140243,-0.04273861549095515,-0.24691745752223362,-0.24623348598614528,-0.22898346346664805,-0.132015288125659,-0.7499202259599435,0.05668659386829338,-1.4867614721845692,0.6369284987015392,0.2776439791922876,-0.27357863265799454,0.09816894915154382,0.7604365339605385,-0.673027476284021,1.0496010792048904,-0.5354802364971119,0.4302203023621264,-1.634635374713841,-0.640023365839662,1.6739748661291,0.640209418383978,-0.4642650394178127,0.21842630014898895,0.8076900865610291,0.4246407194079399,0.7301316144913664,-0.8415648881483027,-0.8262371814649436,0.17696201196150105,-0.3039515775504222,-0.29875900509616743,-0.49731204591852446,-0.26015559489376794,-0.08450529241454709,0.47377043135593855,-0.34381880409497734,0.10273166304088521,-0.01514772526444614,0.04455543059364541,-0.030180131088942908,0.08329428330639338,0.04255802682848139,-0.004051240871919229,-0.008365620120985216,0.06819824323127174,0.10166992968954305,-0.013443833638495602,0.016907710318750713,-0.0005053687098965273,-0.0026824378593439504,0.0015830475430917488,-3.8047044410347735e-16,-1.865283808080916e-17,4.584745327965113e-16
