feature_12,feature_13,feature_10_ext_metric_lag1_autocorr_WINDOW_2,feature_10_ext_metric_lag1_autocorr_WINDOW_3,feature_10_ext_metric_median_WINDOW_1,feature_10_ext_metric_median_WINDOW_2,feature_10_ext_metric_median_WINDOW_3,feature_10_ext_metric_resid_std_WINDOW_2,feature_10_ext_metric_resid_std_WINDOW_3,feature_4_mean_lag1_autocorr_WINDOW_1,feature_4_mean_lag1_autocorr_WINDOW_3,feature_4_mean_median_WINDOW_1,feature_4_mean_median_WINDOW_2,feature_4_mean_median_WINDOW_3,feature_4_mean_resid_std_WINDOW_1,feature_4_mean_slope_WINDOW_2,feature_4_mean_slope_WINDOW_3,feature_8_mean_WINDOW_2,feature_9_median_WINDOW_1,feature_9_median_WINDOW_2,feature_9_median_WINDOW_3,feature_9_slope_WINDOW_1,feature_9_slope_WINDOW_2,feature_9_slope_WINDOW_3,cai_f1_over_f3_WINDOW_1,cai_f1_over_f3_WINDOW_2,cai_f1_over_f3_WINDOW_3,feature_16,feature_17,feature_18,feature_19,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC11,PC12,PC13,PC14,PC16,PC17,PC18,PC21,PC22,PC23,feat__z_f8_yj_x_z_f9__WINDOW_2,feat__z_f17_x_z_delta_f16_drop
-0.030617209137055294,0.06436930326677134,0.006198429397473559,-0.0015315200930927336,-0.013995935056382705,-0.012697035711086095,-0.020213840159665285,0.001291723951964552,0.0032129437620618314,0.0021091230809491407,0.004144727728182624,0.011048073691001336,0.011774345411279486,0.021287640993264155,0.00803326504760423,0.0009753904484022782,0.00151338141829837,0.06579888459525146,0.012984399844028181,0.01611835243550524,0.012135246144987113,0.00032369932781492526,0.0032129947165989068,0.0013152350301931458,-0.003107251213738266,0.00022959027846719475,0.0028925570720044797,0.0532483625306805,0.024858480807903323,0.010900817315471052,-0.00014984398181945783,-0.00659662471207926,-0.004325522676503949,0.00996362021796605,-0.0026976262136137394,0.00023671483958940658,0.0030407746479589157,-0.001865053466533679,0.00042902637544281827,0.0026586117969913054,0.017818220893317246,0.004296384516681592,-0.000341639314971582,0.00224471539356879,-0.0014783637930239609,-0.002039932568505793,0.003616073869645405,-0.0007290547878173381,0.004088913580523606,0.0022175007519350757,0.005509753095315441,-0.0019108253892050474
0.04648882890082851,0.07550363024733445,-0.0004894349700091698,0.001719709973767873,0.002337314827361992,-0.0007168222505667369,0.008091708613179363,0.0004516101040130589,0.0007127039541032531,0.003301125765743818,0.00038195452020880967,0.007192743614527172,0.013338115352114663,0.018143972750579454,0.010556988630399892,0.0006252647787586741,-1.2277910398846202e-05,0.07522311280201147,0.005593014342456567,0.00354997661267866,0.0023367343453838643,0.00037224492997682025,0.003308744661386636,-4.264991635054985e-05,0.0006990994230657997,0.001478104230207181,0.0027224248846101948,0.07749483539018404,0.031589423948242344,0.011677154937367748,0.0009260984272124293,0.018260174063559,-0.009400712717695933,0.012421285914213757,-0.0019479970420489899,0.0020584394412782045,0.0017377182347754158,0.00032670065535994315,0.0040469206587341235,0.0005203214188054766,-0.0017449718789192528,-0.0005909339389085418,0.0023538910941918955,0.005081859870022382,0.0038374407889669045,0.0003167336073624202,8.150172062362325e-05,0.0022133688794131225,-0.0029354698993897567,0.0021202543525897016,0.0014899444165448236,-2.097317890540561e-05
0.037673723434503315,0.08594526395571671,7.849055492199247e-05,-0.000212665846320374,-0.00020390298297715855,-0.0005285226068108745,0.007200699715833241,-0.00234723717930661,0.000957080809911172,0.002570093181425195,0.0008797126072838948,0.008548616758447798,0.011464850194579657,0.022870925555561975,0.007660440719566939,0.0005481331414912427,-0.00104478362456225,0.07849662692598891,0.012440755769649281,0.012867806602394633,0.007759880849505342,0.0026493774503682974,0.004029980129961881,0.0007070908773123337,0.0006519327877073668,0.0010243214147985036,0.0021516888399158527,0.07937646987485868,0.003985566412696862,0.012636821227564026,-0.0011808005071003637,-0.014421232429499806,0.0002799254534850189,-0.01554908958567281,0.011882117178642132,0.001562008373656081,0.005050852522286886,-0.0024940158852475086,-0.0026402971828046393,0.00044914119076466173,0.008107566357788146,0.005102555740341306,-0.0005487110649172603,0.005786452192614407,0.005730530694184724,0.004237652509203876,0.003497997979037782,0.0024751865035941693,-0.0006544945676731631,0.0031058794433832184,0.005211847595362255,0.00035302326991637544
0.04193791327080118,0.08063247731276392,0.0029305244806906035,0.0003728658161248143,0.004094518307173278,0.004916252306040822,0.010551160193879238,0.004494196216281796,0.0011767345737903122,0.002946611485699371,0.002145771895952846,0.002905075736359503,0.005839071434795822,0.009650923585261973,0.008020844136769756,0.0008144252845326463,0.0007835910015302505,0.07059954935422429,0.012858836593966774,0.013328703129023197,0.012052780190944355,0.000927060207009835,-0.003966395299337567,-0.00033866443425128095,-0.0003669128032620963,0.0023827477697328987,0.00260389143949021,0.06864691947795082,0.03148200456135658,0.013903123712113368,0.0006611303038541515,-0.0035940248001672466,0.006478240163181047,0.014927775035233909,0.0024686767435073455,0.002685055886469377,0.004345464219780023,0.00022392771558150585,0.005292609573547459,0.004276290405173732,0.004209041314723615,0.0023296284372356815,0.00034409146228499065,0.003436765604925821,0.0003470630994053735,0.002587261508652316,0.0013759034288764777,0.0014047833040037392,-0.00322788058104973,-0.001105417698844439,0.004428904668233314,0.000944775934648572
0.043003058885873774,0.08519452958902773,0.003350621985783303,0.0015321445251730054,0.005038866188941578,0.004308466342620539,0.010404926154214632,-0.0003386346344406216,0.0004697395237280484,-0.00987051523078982,0.0011727882775621017,0.010147193004656817,0.014299150748031725,0.021058428940362535,0.007136506326294906,0.000819844595202055,0.002165141179867752,0.07257743977860466,0.007540366676766342,0.011569092920986311,0.0037374638148265087,0.00215837971695054,0.0031245139614642665,0.0003656246597948069,0.002774424184457834,0.00236785950865983,0.003741155336058303,0.07331147864819343,-0.003424887551887633,0.011762270834299173,0.0006126334482042681,-0.013954810639575207,0.003127099776233396,0.011309914720622533,-0.00022224860928512165,0.0019583637163163013,-0.0001123085101435611,-0.0026691749210130257,-0.008432523988059685,-0.001187654389615936,0.015759446386327047,0.0050498342685585135,0.0013654533204703946,0.005136714211312785,0.006445143480913855,0.00036561237907869337,0.0023606655504006657,0.0017506882948884004,-0.0035674467344899716,-0.00464678452377985,0.004811605422107504,-0.00020766155075646546
0.039208029219101465,0.07572273244553177,-0.0008010640042469058,0.002976581876695284,0.006335833399079968,0.005127521048085781,0.012481232207301842,-0.000921807134086149,0.0009518816101407932,0.0015360710774657916,0.0027119896747136905,0.004989084598684044,0.009042825883281435,0.0133544089580881,0.0035562979308798705,0.0009647679659727912,-0.0031584476186257314,0.060537297374077176,0.004483755264655503,0.0029369546188718217,0.0034372469408003436,-0.002002174133209204,0.002470751927534967,-0.0006862088030637526,0.0021095605322595536,0.00209412747736885,0.0024206871988259435,0.06682391549608575,0.02688819354661015,0.008005514615467297,-0.002097926571442647,0.06090631635026973,0.0028643632678866785,-0.008254461323521905,0.015135509636121414,0.0014965608326145423,-0.004291330898666937,0.0016882533682800345,0.0008753686868526206,-0.0005235982168830238,0.006480909180423277,0.0031025499365043333,0.001868044913439079,0.0013576639510472625,0.002299695650862784,0.0023627528547844933,0.0025328095471669958,-0.010832506497368732,0.004471699185421047,-0.0018345586004962292,0.0030572009052649263,0.0012371226470921015
0.047424857920917274,0.09013654043044904,0.0003977258639270239,-0.0007121274554103621,0.004690388266468716,0.005348537889189984,0.012994928898027024,-0.0027106190427616415,0.0010512034065175168,0.0038312304626083172,0.0008429558562193043,0.0073560957313185136,0.010051977778912508,0.017117514104287405,0.010138865088413235,0.0009196166821242684,0.0024141541539836144,0.0733792280852417,-0.0008815900404011291,-4.932072669032374e-05,0.0009707084522065437,-0.0029193670844321474,0.003024145669971701,-0.00029674043547462856,-0.0002344797889055051,0.0021073468432086513,0.0033361334889039584,0.0759388151397036,0.030361401948761815,0.010905027703092521,0.0011575299485096662,-0.01136347766155687,0.00455871033199855,0.019080691984353138,-0.003003992778346889,-0.0022418529809158983,0.005084672694562013,0.000409023008075688,-0.004561844892305345,-0.0005996089959940882,0.006443197637245839,-0.000297072273805477,0.0015199464722781527,0.002000784316392772,0.004073808067528491,0.0018155270085747314,0.003951845260157544,0.0008027176099518301,-0.00314438169917512,0.0014667823082000547,0.00018274754885156267,0.0006624251283746973
0.03836780227075294,0.0799268765722786,-0.0005083610918458906,-0.0002887586636883725,0.006358746291420959,0.004436734021515925,0.012042050228522857,0.0027550863568982535,0.001224210124260874,0.0024148243656432846,0.0017100569414591185,0.007072322034671845,0.012934663670984172,0.020017279349885897,0.009908282554019342,0.001033867792576914,0.0002549754119768612,0.07505334201082424,0.012082367168154539,0.015745708140958256,0.015183453839528158,0.0009172742626105596,-0.0010507404769626164,-0.00020218622838164243,-6.043101325141022e-05,0.002412044670149272,0.0012288247813236452,0.07760929213882507,-0.01126241616805954,0.01215785400899207,0.00028680503066338763,0.008287865961742353,-0.00266672997780266,0.017615830034905276,0.004971328975516726,-0.0013853770279804551,0.004809927763483053,-0.002455940076432834,0.001729280703972402,0.0006753151798044151,-0.004179695971329567,0.0015916276990511078,0.0012601285339157793,0.0034792085138532353,0.0006418632222220031,0.0022258695823601693,-0.00044316848296413984,-0.004938538195036162,0.004008972108665398,-0.0001616874076464209,0.00500017894376487,0.00033617523351357824
0.04354065085358134,0.09945971400415543,-0.0018584767338643408,-0.0010120782549287196,-0.0021414301365177864,-0.0007806394383284134,0.004633902705600797,-0.0011385046761918794,0.0010463258650456205,0.0019063004417815411,0.002610036823457252,-0.0007348781892900884,0.004192192545746838,-0.003048666147746893,0.006836089057223226,0.0009586896542053306,0.003368695844362804,0.02104555146083975,0.010429390721900404,0.010630626409823315,0.00415727622782375,-0.0017020087015113166,0.00037824062936243344,0.00028167921323531397,0.005431029534763449,0.0012964710858531805,0.0012656644956661248,0.07370509332256497,0.04286302942058003,0.0095498431975035,0.004053694409570384,-0.008261574141860652,0.008475712816664462,-0.010001050800809354,-0.00628266841664153,-0.001325999410917125,0.005578296260951617,0.000840098944641272,0.006541242221249298,0.009927805975017344,-0.005224151309952139,0.0038383055080497388,0.0011757775254752723,0.0023632208539193142,0.0003098887065253242,0.0035664563392319992,0.0019579645511004847,0.0020596943903308717,0.006625333641486399,0.0012221513286058473,-0.00013912312334120647,0.0015957791606721278
0.04670904402876541,0.09571584263959004,-0.0005712203004282021,0.0010798783668948208,0.006747603268185558,0.005256391761175873,0.013132115038402668,-0.001217069285024652,0.0023757423979714008,0.0019592763604577286,-9.185372362287815e-05,0.0069210983897810595,0.01315045395951573,0.02204325556554811,0.007574630872274299,0.001447315575430504,0.0006557230684915151,0.0792320537272608,0.004629103177712289,0.006668949950519282,0.005679362939085608,0.0011237007904849755,0.005808403437092523,-0.00027140537808089435,-0.0004671048131304481,0.0020224633597737385,0.0017046972201558242,0.07031634085962497,-0.02277233257542664,0.010905445841685273,-0.0014839385613030552,0.005780499755155826,0.006804916255426612,0.018562702597565088,-0.0005621968930091263,0.002117462484407336,-0.00011591004642268891,-0.0034800289349670188,-0.005901221025716577,-2.9419092063902228e-05,0.006390512243887878,0.005395635242457244,0.0019099775608833083,0.002947411666254093,0.0031900522344294395,0.0014884535553528735,0.003485860192039547,0.0013353047387230554,-0.0007483406746625609,0.0019191045583445763,0.001720106767459917,-0.0030448511444081485
