t_stamp,GR03/ai/GR03_feature_7/eu,GR03/GR03_feature_1_block/eu,GR03/GR03_feature_1_block/setpoint,GR03/GR03_feature_3/eu,GR03/ai/GR03_feature_4_1/eu,GR03/ai/GR03_feature_8/eu,GR03/ai/GR03_feature_6/eu,GR03/GR03_feature_5
2025-03-25 17:00:00,21.73163772094363,67.95162978138683,62.87394957983193,28.607874048254814,61.528624153893595,976.3477164926733,82.86836593967216,50.943404598743186
2025-03-25 17:15:00,22.156546547540476,68.00273363012829,62.87394957983193,28.598894371272443,61.48086796522744,980.9353646811448,82.4880933840419,50.79839589126172
2025-03-25 17:30:00,22.740215686584264,67.9614346446013,62.87394957983193,28.597778467267013,61.703639009955126,982.3722747906015,83.13013322150097,50.914038248556096
2025-03-25 17:45:00,22.46847579962475,68.09650763822015,62.87394957983193,28.570217895233466,61.70558549755202,975.7302415231569,81.92460963839552,51.10308801702169
2025-03-25 18:00:00,22.423329881547716,68.03366294288469,62.87394957983193,28.48878446484894,64.85212536969343,976.1600754116581,82.25003313742627,51.29945687685875
2025-03-25 18:15:00,22.11272262662687,68.07485516471402,62.87394957983193,28.499365521760772,64.78123819976832,969.4638676540927,83.24561479637937,51.204060527160976
2025-03-25 18:30:00,22.708180952783298,68.02872213993386,62.87394957983193,28.45318397145621,65.03349981473382,969.0475726079804,83.1797743983923,51.442935879061395
2025-03-25 18:45:00,23.09979280945416,68.31641236503823,62.87394957983193,28.370405659609947,65.04330295535264,965.9368949725708,83.46278500295124,51.29963053160534
2025-03-25 19:00:00,23.04926421178309,68.2211001273267,62.87394957983193,28.40892585295937,65.08259220354898,963.6226629548582,82.87220667214679,51.64950360262582
2025-03-25 19:15:00,22.835768938243028,68.33222618873864,62.87394957983193,28.40241280176924,64.92873929927656,965.6074325597106,82.20829350609661,51.47946094515285
2025-03-25 19:30:00,22.455269073192873,68.46422881209112,62.87394957983193,28.469057433983348,65.16732932647108,977.895358500765,82.73840661605665,51.37696380705957
2025-03-25 19:45:00,22.23962578684527,68.41950934351003,62.87394957983193,28.462353567179555,65.14991159975119,971.9024305514083,82.06256434783525,51.31872721974545
2025-03-25 20:00:00,22.37080598005709,68.44387935967232,62.87394957983193,28.44879549316489,65.52396767701781,977.5828537576931,82.52299044973576,51.4153209394521
2025-03-25 20:15:00,22.567761036819384,68.3513457889009,62.87394957983193,28.45192792521071,65.81792244632375,976.9042726578128,82.24381551475419,51.84666347021063
2025-03-25 20:30:00,22.74661617924843,68.32670191414668,62.87394957983193,28.44483321214233,65.83675452970712,984.939637239316,82.05069465446935,51.717872624978085
2025-03-25 20:45:00,22.767349563294925,68.33490346279035,62.87394957983193,28.48185160966543,66.13444593237736,987.5183523269823,81.57651013315055,51.609600392654
2025-03-25 21:00:00,22.522654832290566,68.27832350539943,62.87394957983193,28.455241785369715,66.07877453249033,984.696725916566,82.1808811577265,51.457636941056386
2025-03-25 21:15:00,22.58494947687033,68.19273114592617,62.87394957983193,28.506114315862167,66.19011188652064,984.9112172492102,82.26171461130333,51.23500426317323
2025-03-25 21:30:00,22.415154390467467,68.17086711606339,62.87394957983193,28.53032762115522,65.83112025597393,982.1060598069016,81.70357056131147,51.10158493385481
2025-03-25 21:45:00,22.860378093518037,68.19504813162878,62.87394957983193,28.512132157835136,65.76508085839247,995.2632024581507,82.12713898987721,50.87599131360491
2025-03-25 22:00:00,23.326470683017956,68.18465707387523,62.87394957983193,28.420427765794365,65.43291800992795,1002.3142394192822,81.80458319522403,50.72685254113892
2025-03-25 22:15:00,23.723439703286513,68.13869397991814,62.87394957983193,28.43019053250667,65.26246623262912,999.8563656935926,81.98568816364697,50.41502397868537
2025-03-25 22:30:00,23.981324372500175,67.99529777798537,62.87394957983193,28.424266389869942,65.16940939174826,1006.0109001406275,82.65390533170135,50.35936114400114
2025-03-25 22:45:00,23.716286090161976,67.95828751122714,62.87394957983193,28.403758812789786,64.86559845505151,1012.0962257330648,81.56498941992477,50.17678705835628
2025-03-25 23:00:00,23.956293545331402,68.08975104248147,62.87394957983193,28.423503903350376,65.02479906658914,1011.566988047993,82.02868476857135,50.55174902792079
2025-03-25 23:15:00,24.5519337230026,68.18408298416891,62.87394957983193,28.46031017587202,64.9407564415562,1011.497005742525,81.55462856245131,50.55992583144695
2025-03-25 23:30:00,24.59673786706582,68.12587846950201,62.87394957983193,28.49348688096985,65.1567012126344,1006.3975631320504,82.32398269080123,50.540274230288134
2025-03-25 23:45:00,24.725867287880924,68.11364036068966,62.87394957983193,28.455330837908416,65.45256494981138,1006.5477382667534,82.20621250686055,50.627964725152594
2025-03-26 00:00:00,24.68211779017993,68.0442085548653,62.87394957983193,28.43059621497527,65.60635142607464,1009.7054360665528,82.54194301542697,50.7266397544834
2025-03-26 00:15:00,24.603421738149745,68.10717584837849,62.87394957983193,28.42327785145197,62.76201011764235,1013.0675304373145,81.70867658631802,50.52152062430815
2025-03-26 00:30:00,24.795002291924323,68.25394924696108,62.87394957983193,28.369891935178597,63.146792363271665,1015.7551699788836,81.94925549872401,50.37449220198957
2025-03-26 00:45:00,24.98107790600355,68.32402280468419,62.87394957983193,28.393012515734725,62.92801374745636,1021.8385403554328,81.84975627395652,50.50965463772913
2025-03-26 01:00:00,25.02243671198331,68.2780430672556,62.87394957983193,28.315501784999622,62.97755298467769,1021.7188462053899,81.92252218663162,50.559178963047806
2025-03-26 01:15:00,24.27763575995565,68.15064634674495,62.87394957983193,28.31708952893342,62.562142187588975,1022.1188431086939,81.86009488818156,50.593895962420206
