t_stamp,GR02/ai/GR02_feature_7/eu,GR02/GR02_feature_1_block/eu,GR02/GR02_feature_1_block/setpoint,GR02/GR02_feature_3/eu,GR02/ai/GR02_feature_4_1/eu,GR02/ai/GR02_feature_8/eu,GR02/ai/GR02_feature_6/eu,GR02/GR02_feature_5
2025-06-02 17:00:00,20.298959413153817,67.89832484033806,63.64705882352941,27.85335442193517,59.68296291958147,816.4811641593546,79.42107230661993,49.45705145752509
2025-06-02 17:15:00,20.452843066831356,67.75421342376102,63.64705882352941,27.85526915603096,59.530478980726485,819.5748778288682,79.64270393105735,49.18104110382446
2025-06-02 17:30:00,20.482534549064585,67.70389781888817,63.64705882352941,27.836517643988433,59.304114758903125,816.6399257021773,79.29202678522954,49.16845526700276
2025-06-02 17:45:00,20.203840491602154,67.81336542032852,63.64705882352941,27.833717135550245,59.341341930443875,815.8851902305015,79.77387037894368,49.13291797762727
2025-06-02 18:00:00,19.983140644655283,67.81277399010578,63.64705882352941,27.791402919240593,59.32876301498716,818.1951806413643,79.46644856153578,49.055797288119
2025-06-02 18:15:00,20.285399166346135,67.77975679601266,63.64705882352941,27.839881485926,59.10374762525298,821.7637683230813,79.21317682746462,49.222054109055165
2025-06-02 18:30:00,20.414280279592955,67.72067991052833,63.64705882352941,27.839782906105324,59.16666403589962,824.8824870250885,79.35769051915867,49.06395712982874
2025-06-02 18:45:00,20.475798977460325,67.76512574464168,63.64705882352941,27.810372461630614,59.25583941348598,822.8129077032294,80.44649711851856,49.05806771729082
2025-06-02 19:00:00,20.61459382391737,67.78712581294167,63.64705882352941,27.812889384314467,59.29360441574116,813.3005501914961,79.53487218290306,49.00173153108854
2025-06-02 19:15:00,20.214464991851706,67.70307984941707,63.64705882352941,27.779063022353156,59.50942467097483,818.1847015148732,80.11524758539774,49.115523633581375
2025-06-02 19:30:00,20.209750560733557,67.80136250676219,63.64705882352941,27.738323239335788,59.89093139843783,816.9975726836224,79.6014569752187,49.339570597898295
2025-06-02 19:45:00,20.180680328558374,67.78621488459774,63.64705882352941,27.721671434029922,59.5563740730352,815.3720901165821,79.61764416400933,49.096284799432226
2025-06-02 20:00:00,20.398696449269593,67.75269289093939,63.64705882352941,27.710986547482015,59.4331502908733,820.5527147262819,78.8116510996458,48.8572444498295
2025-06-02 20:15:00,20.474665427061186,67.76288688365916,63.64705882352941,27.668283748168836,59.367703755506426,811.8705252850135,79.37705784110568,48.948391182676964
2025-06-02 20:30:00,20.52373831550314,67.71101757198211,63.64705882352941,27.65183394170533,56.59553383449801,811.0118561724302,79.46730525844865,48.417168193538224
2025-06-02 20:45:00,20.267725786883254,67.72591623823561,63.64705882352941,27.607029228660576,56.7900163015669,802.2952982736679,79.47457619629236,48.071564584576095
2025-06-02 21:00:00,20.051194226992322,67.74274141768791,63.64705882352941,27.656109421077282,56.76912640434754,808.3647339475372,79.23491262124378,48.556298472946644
2025-06-02 21:15:00,20.0686719789097,67.74200760928157,63.64705882352941,27.659139976701756,56.72136784056926,815.8566569638592,78.27225522523675,48.77166898977771
2025-06-02 21:30:00,20.63234361968032,67.85641146107743,63.64705882352941,27.64055593337947,56.808335443574904,815.8466102525002,79.2713584721938,48.6293109153474
2025-06-02 21:45:00,20.77230300767853,67.83831056375351,63.64705882352941,27.641658418753877,56.71642733306419,819.5059695005435,79.91201981989352,48.58534183902725
2025-06-02 22:00:00,20.758056931599228,67.83344360554149,63.64705882352941,27.58393774463218,56.865256550595596,818.8147102675272,79.53807080387207,48.67928886740031
2025-06-02 22:15:00,20.49063438070715,67.93401186823158,63.64705882352941,27.570991603100662,56.70533667252564,817.7903454754875,78.88468500807124,48.80311957769385
2025-06-02 22:30:00,21.004015813609048,67.79557496601444,63.64705882352941,27.5665625475257,56.77633732100814,815.1801605824287,78.43894708314107,48.431096129614865
2025-06-02 22:45:00,21.311833918284623,67.7531051715973,63.64705882352941,27.570621329730116,56.77207879178259,821.6925450770086,79.06581667702365,48.51861465361005
2025-06-02 23:00:00,21.820799188786747,67.70324845859197,63.64705882352941,27.549175532097987,56.50023555592427,824.2439173743958,78.98174887973147,48.66473180420027
2025-06-02 23:15:00,22.188831057084403,67.68625168541058,63.64705882352941,27.474861522451558,56.71690910652683,819.3285216206091,79.49808493611238,48.77138241367664
2025-06-02 23:30:00,22.521831664212243,67.67754638629904,63.64705882352941,27.455930073424256,56.44018639354595,817.3768230720232,79.82729378986399,48.68997996264914
2025-06-02 23:45:00,22.383699164091233,67.69084340288371,63.64705882352941,27.368578827650683,56.54988794770217,816.8594077853272,78.05332901302462,48.56633925178293
2025-06-03 00:00:00,22.13227173724972,67.79419311741964,63.64705882352941,27.354014863683798,56.50201500667102,816.8716774900986,78.88706699230445,48.39628462092652
2025-06-03 00:15:00,22.198763797022824,67.84107139066518,63.64705882352941,27.345921206159638,56.425424410566606,823.4366228380087,79.30108963436919,48.401063537148126
2025-06-03 00:30:00,22.011897629551836,67.70195082984749,63.64705882352941,27.30851993438277,56.56795219850013,817.310914792683,79.23172606106839,48.41412787863661
2025-06-03 00:45:00,22.219149226981436,67.77565772554104,63.64705882352941,27.32749894626901,59.45083209630272,819.2883173342108,79.13460280533555,48.10301336618364
2025-06-03 01:00:00,22.281555947872395,67.73654729491746,63.64705882352941,27.30807948966351,59.40326195726832,820.1480105966415,79.60866823704119,48.14762039387537
2025-06-03 01:15:00,21.915278583214942,67.7084177757284,63.64705882352941,27.27429048664273,59.34447299130601,818.4641455589255,79.45732089768516,48.30276803150652
2025-06-03 01:30:00,21.30716394453786,67.75364764568461,63.64705882352941,27.282724902448123,59.623140975633724,823.6359007859569,78.37194467401524,48.2566821679912
