t_stamp,GR02/ai/GR02_feature_7/eu,GR02/GR02_feature_1_block/eu,GR02/GR02_feature_1_block/setpoint,GR02/GR02_feature_3/eu,GR02/ai/GR02_feature_8/eu,GR02/ai/GR02_feature_6/eu,GR02/GR02_feature_5,GR02/ai/GR02_feature_4_mean/eu,GR02/ai/GR02_feature_7/eu_sm,GR02/GR02_feature_1_block/eu_sm,GR02/GR02_feature_1_block/setpoint_sm,GR02/GR02_feature_3/eu_sm,GR02/ai/GR02_feature_8/eu_sm,GR02/ai/GR02_feature_6/eu_sm,GR02/GR02_feature_5_sm,GR02/ai/GR02_feature_4_mean/eu_sm,feature_10_ext_metric,feature_9,feature_10_ext_metric_sm,feature_9_sm
2025-08-31 17:00:00,3.590304111391812,62.70604103827832,66.15546218487395,26.341823395070048,767.2334682635845,69.7919815328214,49.39861698434703,60.18522398693957,4.973972087720169,63.255954648843336,66.15546218487395,26.42265926098671,774.9700184535864,68.94705078737597,49.70373066596033,61.47879403099025,0.874865476070991,0.4703447038675601,0.8718046116351883,0.478908314936615
2025-08-31 17:15:00,4.0917993583128895,62.80497269383846,66.15546218487395,26.358684522741807,767.2833824163345,69.419822979944,49.3656692318257,60.39491495966026,4.95936223209177,63.27582851091258,66.15546218487395,26.425928307946293,775.2665347055263,68.93804563245553,49.71879876501673,61.55638539922424,0.8843120426876013,0.4691932617548772,0.8728636068950538,0.4798199507766994
2025-08-31 17:30:00,4.736693540438993,62.88686459257663,66.15546218487395,26.33218927510785,775.3737477497817,68.82221880761064,49.39274234550131,60.42748739650115,4.9261413462092944,63.29164562053279,66.15546218487395,26.431368343707327,775.4537067149777,68.83443812189671,49.73845843152779,61.619859276044494,0.8802591951566426,0.470199514110009,0.8732117067550527,0.480379102464637
2025-08-31 17:45:00,4.725425397710392,63.00663431316869,66.15546218487395,26.35891088193919,780.1570143040486,69.09669727528929,49.26936899698868,60.20738849850976,4.89116920889302,63.30287235576639,66.15546218487395,26.434471047886536,775.6566332420668,68.78893876828538,49.76608330140712,61.68072128395473,0.8538485408484617,0.474837612242059,0.8738045737785752,0.480866119667222
2025-08-31 18:00:00,4.887443510233926,63.15223109052538,66.15546218487395,26.442377135057715,778.8518211471069,69.69024935502999,49.53847434787239,60.36782865656413,4.889161638248689,63.31256245881914,66.15546218487395,26.436595917049964,775.3474060612003,68.78806613520845,49.7894878660928,61.72178801883211,0.8449658872312744,0.4782491275643615,0.8744324540018017,0.4812401257377169
2025-08-31 18:15:00,4.87064254296672,63.26291563583943,66.15546218487395,26.41527204079027,777.8136485402002,68.80555441712131,49.56004697437818,60.25309391591912,4.9077672529509595,63.32051718423062,66.15546218487395,26.438584430654906,775.4975329473341,68.78920590686121,49.77815755152211,61.773283974427514,0.8576461294788812,0.4830208998665414,0.8746855823268407,0.48183881193331946
2025-08-31 18:30:00,5.23073586229028,63.26576008682003,66.15546218487395,26.45206511339835,778.6820919010187,68.6016601595818,49.49928187759614,61.95345534152148,4.946251258858574,63.326736411694334,66.15546218487395,26.43897126418647,775.3107506055483,68.7969201276924,49.760425651285566,61.81322999131364,0.86199137728967,0.4806303635286881,0.874745597905891,0.4823967677925173
2025-08-31 18:45:00,5.791200727593369,63.36579652073224,66.15546218487395,26.426636874637527,777.2324518308146,69.18100685688727,49.80417706325263,62.07155756876893,4.985122564663748,63.33804825212842,66.15546218487395,26.439485509506373,775.1367756175924,68.7661908033621,49.745593701221054,61.841682751742425,0.8767653882423924,0.4750564032589428,0.8747700345623677,0.4827347905357257
2025-08-31 19:00:00,5.558531408979717,63.40741698903176,66.15546218487395,26.468105123487287,774.5601394696483,69.58370980096979,49.769583565008574,62.10533767707447,5.024071498153328,63.34575632522001,66.15546218487395,26.439867895891915,775.0534356445197,68.76198562234404,49.73828167204732,61.87690008968253,0.8659905464836181,0.4755267139083759,0.8743298926528628,0.48303490046050296
2025-08-31 19:15:00,5.448352771203469,63.36123545481492,66.15546218487395,26.470647377181542,771.3885712683477,67.90280150301507,49.88140386583904,62.30276152427776,5.068757187833126,63.35358344927556,66.15546218487395,26.44015996971991,774.8237232440264,68.74226657929677,49.74535577294643,61.91974369828963,0.8713539153289924,0.477658117470414,0.8739580345334387,0.483425844362434
2025-08-31 19:30:00,5.254256409341955,63.45331846630378,66.15546218487395,26.49200325589316,770.9993542202368,68.12845894812425,50.12880066725469,62.2612771846302,5.140150785755806,63.359591505149794,66.15546218487395,26.441027000381478,775.014220586272,68.70733877084562,49.737900632440876,61.957255252733354,0.864676789343545,0.4833494647912444,0.8735573198744442,0.48390880333745906
2025-08-31 19:45:00,4.935224948027228,63.46877461977959,66.15546218487395,26.475894038228876,769.3872123170643,69.47227731942289,50.12760631955985,62.08419570156699,5.235548962174978,63.36402002414362,66.15546218487395,26.441339448719468,775.042269846319,68.66761829301498,49.747580468651485,61.99770230481413,0.8785827622485933,0.4819595492123417,0.8732546377400632,0.48425893717808677
2025-08-31 20:00:00,4.993043834930205,63.49314170643035,66.15546218487395,26.45332138750882,772.7498291149327,67.8490888428121,50.17214026159579,62.48627269193246,5.339281494690119,63.36447518313895,66.15546218487395,26.440894646906052,775.0541294170407,68.66786662451933,49.7445455417756,61.96249075254028,0.8848560348603546,0.4857878945688861,0.8728533531040211,0.4845268991242432
2025-08-31 20:15:00,5.320075999471869,63.59921033611391,66.15546218487395,26.41161147474785,782.8756180317166,68.68998866347634,49.92547853019911,62.48191956371035,5.43271881432283,63.36475342864002,66.15546218487395,26.439142272213978,774.9096465289194,68.63637299821264,49.75252695691644,61.93063142371995,0.8838264564081416,0.4854271374843505,0.8725418170404268,0.4849076327046719
2025-08-31 20:30:00,5.175850892909709,63.6050061883965,66.15546218487395,26.44034701901034,779.9619262289586,69.17024534853338,49.72256895818589,62.599195797277176,5.519218120238333,63.366211968723036,66.15546218487395,26.438465671794496,775.0379401065876,68.57762995175757,49.7675450859999,61.89138253793118,0.8931286328486644,0.4923839604205731,0.872137313911838,0.48527841274491423
2025-08-31 20:45:00,4.740214397665784,63.5739364419513,66.15546218487395,26.47496401234003,779.7142784846247,68.80296830864884,49.944820250862605,62.720255922734026,5.59703202533547,63.36909988424752,66.15546218487395,26.439038659042428,775.2012666588097,68.60177396733391,49.784972676920354,61.84881204234238,0.8887485357930365,0.4934944883779658,0.8713770133185349,0.48548491470913135
2025-08-31 21:00:00,4.394607172089682,63.54471937445605,66.15546218487395,26.51840891588389,778.4484588662,67.17671795295568,50.053013095704806,62.635441305168605,5.75637492509947,63.39085738567372,66.15546218487395,26.442050415820848,775.4200256322133,68.5072585597442,49.81586222116341,61.87873538290887,0.8787813045150336,0.4893255294716377,0.8702581240029909,0.4861742981153186
2025-08-31 21:15:00,4.296642874516361,63.49372685473772,66.15546218487395,26.487217018933094,779.106384202584,68.01544975689264,50.23570608935572,62.71537541842866,5.915148621043403,63.40809724359446,66.15546218487395,26.44513205904637,775.8135351261644,68.44287467058193,49.84712181944623,61.88897724607316,0.8838833131784611,0.4891454121111684,0.8689963677382002,0.4868263442704123
2025-08-31 21:30:00,4.853025366650728,63.4869843137685,66.15546218487395,26.47484356199165,769.7813168056038,68.77235873982383,50.21077003043506,62.46098924662485,6.042501492221373,63.42316245613366,66.15546218487395,26.44977975909317,775.9417331600489,68.42941435824623,49.87181752915616,61.89183708457155,0.8857342980198771,0.4879722350066248,0.8678940731048889,0.4875688749041656
2025-08-31 21:45:00,5.261273932294101,63.47165696704888,66.15546218487395,26.476366189148848,778.3499437838749,68.81086156826369,49.56288157467909,62.75170713074017,6.148208750219276,63.438549682693385,66.15546218487395,26.45329431325666,775.8203683422595,68.36666303708783,49.900962520019725,61.89968280635824,0.87949502050258,0.4932138496497674,0.8676067397297432,0.48816442911524405
2025-08-31 22:00:00,5.715931377010853,63.45112096096862,66.15546218487395,26.44670793481768,771.575103769832,68.95120454431621,49.40578764655466,62.61215032903637,6.228824604516614,63.447419625824494,66.15546218487395,26.452882974405945,775.7532291578203,68.28594553877035,49.922662824722394,61.90615339594296,0.8759459094868993,0.4935558849764734,0.867060109341137,0.488596901258445
2025-08-31 22:15:00,5.80141998657241,63.57559690124416,66.15546218487395,26.450284661224455,771.483300870519,68.12087499242564,49.43412274986608,62.439190720746936,6.303989608838724,63.45349956580613,66.15546218487395,26.452846627564668,775.6846461723839,68.251716980261,49.94683576282296,61.918262597773605,0.8752832043483767,0.4898332681431034,0.8656635914012096,0.48879661651658324
2025-08-31 22:30:00,5.88094803492408,63.51533393323491,66.15546218487395,26.448280396373725,773.2199562369213,68.6694716399471,49.57741703022543,62.6516815243648,6.368345202390951,63.45726736253151,66.15546218487395,26.45054018604781,775.6402104991681,68.19442248371766,49.96809148592224,61.869171013328994,0.8646467706437563,0.4896373188056015,0.863970875378386,0.48885336470381696
2025-08-31 22:45:00,6.096528050468491,63.53360730255342,66.15546218487395,26.446877667763864,769.5403380326767,68.28872858920924,49.908060093626055,62.90514669625274,6.425928250925714,63.45891315482245,66.15546218487395,26.448914843704415,775.7316245051055,68.10998681957697,49.97653216405895,61.8090052295101,0.8654052977866812,0.4924175541068506,0.8616233705420796,0.48915455155924487
2025-08-31 23:00:00,6.853597135900147,63.503784846131225,66.15546218487395,26.46183573625901,779.5861568001689,67.8690713680182,49.55897726030749,62.857532559382975,6.489678843773364,63.45974250434914,66.15546218487395,26.444875690417728,775.468679515614,68.04104886976967,49.98824769495159,61.74195467628623,0.863940168058579,0.4954998187380586,0.8590401896626954,0.48934102704521815
2025-08-31 23:15:00,7.620503372654228,63.47473299898928,66.15546218487395,26.449150657169238,775.7435013474933,67.67460634724905,49.9895763739165,63.008878606833534,6.531899106165156,63.46444510464424,66.15546218487395,26.440870529321806,775.2137264975415,68.03994780256637,49.99065411514278,61.66206580609211,0.8656875843805365,0.4930122831937802,0.8561642110637112,0.4892620131100624
2025-08-31 23:30:00,8.036327340083812,63.37630931701754,66.15546218487395,26.429329799757248,775.3624782558059,68.6743232436322,49.66563744300267,61.04699039342016,6.560845694366349,63.46521786941626,66.15546218487395,26.436757612955944,775.3026427846821,68.00245945395764,49.98821910723971,61.58031020698035,0.8624199525669287,0.4914939097243096,0.8532107451460085,0.48910631515657343
2025-08-31 23:45:00,7.955526444406026,63.37226605716904,66.15546218487395,26.39182815552797,771.0086085496446,67.78604508793218,49.968025165719126,61.070429545571145,6.596405166515472,63.46677073389067,66.15546218487395,26.43308334002906,775.4810689763,67.9316172433262,49.98606939009684,61.50955971634712,0.8641303433233826,0.4951874393762478,0.8496671503988337,0.4890279027794487
2025-09-01 00:00:00,7.941198685872425,63.40705109104742,66.15546218487395,26.419520860049,778.6301602812986,66.93282465101557,50.18805270033671,60.79241373584524,6.642257610217606,63.466037261109115,66.15546218487395,26.43048501082084,775.6526885111961,67.9214698203083,49.98656379685119,61.41336285903838,0.8608112263113487,0.4956602538716992,0.845660821909974,0.48880022861039846
